Credit_amount,Personal_status,Property_magnitude,Age,Housing,Existing_credits,Job,Own_telephone,Foreign_worker,Class
3496.0,male single,car,34.0,own,1,skilled,yes,1,1
3609.0,female div/dep/mar,real estate,27.0,own,1,skilled,none,1,1
4843.0,male single,life insurance,43.0,rent,2,skilled,yes,1,0
3017.0,male single,life insurance,47.0,own,1,skilled,none,1,1
4139.0,male single,life insurance,27.0,own,2,unskilled resident,yes,1,1
5742.0,male single,car,31.0,own,2,skilled,yes,1,1
10366.0,male single,life insurance,42.0,own,1,high qualif/self emp/mgmt,yes,1,1
2080.0,male mar/wid,car,24.0,own,1,skilled,none,1,1
2580.0,male single,real estate,41.0,own,1,unskilled resident,none,1,0
4530.0,female div/dep/mar,car,26.0,rent,1,high qualif/self emp/mgmt,yes,1,1
5150.0,male single,car,33.0,own,1,skilled,yes,1,1
5595.0,male mar/wid,car,24.0,own,1,skilled,none,1,0
2384.0,male single,real estate,64.0,rent,1,unskilled resident,none,1,1
1453.0,female div/dep/mar,real estate,26.0,own,1,skilled,none,1,1
1538.0,female div/dep/mar,no known property,56.0,own,1,skilled,none,1,1
2279.0,male single,no known property,37.0,for free,1,skilled,yes,1,1
1478.0,male mar/wid,real estate,33.0,own,2,skilled,none,1,1
5103.0,male mar/wid,no known property,47.0,for free,3,skilled,yes,1,1
9857.0,male single,life insurance,31.0,own,2,unskilled resident,yes,1,1
6527.0,male single,no known property,34.0,for free,1,skilled,yes,1,1
1347.0,male single,life insurance,27.0,own,2,skilled,yes,1,1
2862.0,male single,no known property,30.0,for free,1,skilled,none,1,1
2753.0,male single,car,35.0,own,1,skilled,yes,1,1
3651.0,male single,life insurance,31.0,own,1,skilled,none,1,1
975.0,male div/sep,life insurance,25.0,own,2,skilled,none,1,1
2631.0,female div/dep/mar,real estate,25.0,own,1,unskilled resident,none,1,1
2896.0,male single,car,29.0,own,1,skilled,none,1,1
4716.0,male single,real estate,44.0,own,2,unskilled resident,none,1,1
2284.0,male single,car,28.0,own,1,skilled,yes,1,1
1236.0,male single,life insurance,50.0,rent,1,skilled,none,1,1
1103.0,male single,real estate,29.0,own,2,skilled,none,0,1
926.0,female div/dep/mar,life insurance,38.0,own,1,unemp/unskilled non res,none,1,1
1800.0,male single,car,24.0,own,2,skilled,none,1,1
1905.0,male single,car,40.0,rent,1,high qualif/self emp/mgmt,yes,1,1
1123.0,female div/dep/mar,car,29.0,rent,1,unskilled resident,none,1,0
6331.0,male single,no known property,46.0,for free,2,skilled,yes,1,0
1377.0,female div/dep/mar,no known property,47.0,for free,1,skilled,yes,1,1
2503.0,male single,life insurance,41.0,own,2,skilled,none,1,1
2528.0,female div/dep/mar,life insurance,32.0,own,1,skilled,yes,1,1
5324.0,female div/dep/mar,no known property,35.0,for free,1,skilled,none,1,1
6560.0,male single,life insurance,24.0,own,1,skilled,none,1,0
2969.0,female div/dep/mar,life insurance,25.0,rent,2,skilled,none,1,0
1206.0,female div/dep/mar,real estate,25.0,own,1,skilled,none,1,1
2118.0,male single,real estate,37.0,own,1,unskilled resident,none,1,1
629.0,male single,life insurance,32.0,own,2,high qualif/self emp/mgmt,yes,1,1
1198.0,female div/dep/mar,no known property,35.0,for free,1,skilled,none,1,0
2476.0,male single,real estate,46.0,own,1,high qualif/self emp/mgmt,yes,1,1
1138.0,male single,real estate,25.0,own,2,unskilled resident,none,1,1
14027.0,male single,no known property,27.0,own,1,high qualif/self emp/mgmt,yes,1,0
7596.0,male single,car,63.0,own,2,skilled,none,1,1
3077.0,male single,car,40.0,own,2,skilled,yes,1,1
1505.0,male single,no known property,32.0,for free,1,high qualif/self emp/mgmt,yes,1,1
3148.0,male single,car,31.0,own,2,skilled,yes,1,1
6148.0,male mar/wid,car,31.0,own,2,skilled,yes,1,1
1337.0,male single,car,34.0,own,2,high qualif/self emp/mgmt,yes,1,0
433.0,female div/dep/mar,life insurance,24.0,rent,1,skilled,none,1,0
1228.0,female div/dep/mar,real estate,24.0,own,1,unskilled resident,none,1,0
790.0,female div/dep/mar,real estate,66.0,own,1,unskilled resident,none,1,1
2570.0,female div/dep/mar,real estate,21.0,rent,1,skilled,none,1,0
250.0,female div/dep/mar,real estate,41.0,own,2,unskilled resident,none,1,1
1316.0,male mar/wid,life insurance,47.0,own,2,unskilled resident,none,1,1
1882.0,female div/dep/mar,car,25.0,rent,2,skilled,none,1,0
6416.0,female div/dep/mar,no known property,59.0,rent,1,skilled,none,1,0
1275.0,male div/sep,real estate,36.0,own,2,skilled,yes,1,1
6403.0,male single,car,33.0,own,1,skilled,none,1,1
1987.0,male single,real estate,21.0,rent,1,unskilled resident,none,1,0
760.0,female div/dep/mar,real estate,44.0,own,1,unskilled resident,none,1,1
2603.0,female div/dep/mar,car,28.0,rent,1,skilled,yes,1,1
3380.0,female div/dep/mar,real estate,37.0,own,1,skilled,none,1,1
3990.0,female div/dep/mar,no known property,29.0,own,1,unemp/unskilled non res,none,1,1
11560.0,female div/dep/mar,car,23.0,rent,2,high qualif/self emp/mgmt,none,1,0
4380.0,male single,car,35.0,own,1,unskilled resident,yes,1,1
6761.0,male single,no known property,45.0,own,2,high qualif/self emp/mgmt,yes,1,1
4280.0,female div/dep/mar,car,26.0,rent,2,unskilled resident,none,1,0
2325.0,male single,car,32.0,own,1,skilled,none,1,1
1048.0,male single,real estate,23.0,own,1,unskilled resident,none,1,1
3160.0,male single,life insurance,41.0,own,1,skilled,yes,1,1
2483.0,male single,real estate,22.0,own,1,skilled,yes,1,1
14179.0,male single,life insurance,30.0,own,2,high qualif/self emp/mgmt,yes,1,1
1797.0,male single,life insurance,28.0,own,2,unskilled resident,none,1,1
2511.0,female div/dep/mar,car,23.0,rent,1,skilled,none,1,1
1274.0,female div/dep/mar,real estate,37.0,own,1,unskilled resident,none,1,0
5248.0,male single,car,26.0,own,1,skilled,none,1,1
3029.0,male single,car,33.0,own,1,skilled,none,1,1
428.0,female div/dep/mar,life insurance,49.0,own,1,skilled,yes,1,1
976.0,female div/dep/mar,car,23.0,own,1,unskilled resident,none,1,0
841.0,female div/dep/mar,real estate,23.0,rent,1,unskilled resident,none,1,1
5771.0,female div/dep/mar,car,25.0,own,2,skilled,none,1,1
1555.0,male single,no known property,55.0,for free,2,skilled,none,1,0
1285.0,female div/dep/mar,no known property,32.0,rent,1,skilled,none,1,0
1299.0,male single,real estate,74.0,own,3,unemp/unskilled non res,none,0,1
1271.0,male single,no known property,39.0,for free,2,skilled,yes,1,0
1393.0,male single,real estate,31.0,own,1,skilled,yes,1,1
691.0,male single,life insurance,35.0,own,2,skilled,none,1,0
5045.0,female div/dep/mar,car,59.0,own,1,skilled,yes,1,1
2124.0,female div/dep/mar,real estate,24.0,rent,2,skilled,none,1,0
2214.0,male single,life insurance,24.0,own,1,unskilled resident,none,1,1
12680.0,male single,no known property,30.0,for free,1,high qualif/self emp/mgmt,yes,1,0
2463.0,male mar/wid,life insurance,27.0,own,2,skilled,yes,1,1
1155.0,male mar/wid,real estate,40.0,own,2,unskilled resident,none,1,1
3108.0,male div/sep,life insurance,31.0,own,1,unskilled resident,none,1,0
2901.0,female div/dep/mar,real estate,31.0,rent,1,skilled,none,1,1
3617.0,male single,car,28.0,rent,3,skilled,yes,1,1
1655.0,male single,real estate,63.0,own,2,unskilled resident,yes,1,1
2812.0,female div/dep/mar,real estate,26.0,rent,1,skilled,none,1,1
8065.0,female div/dep/mar,no known property,25.0,own,2,high qualif/self emp/mgmt,yes,1,0
3275.0,male single,car,36.0,own,1,high qualif/self emp/mgmt,yes,1,1
2223.0,male single,life insurance,52.0,own,2,skilled,none,1,1
1480.0,male single,no known property,66.0,for free,3,unemp/unskilled non res,none,1,1
1371.0,female div/dep/mar,real estate,25.0,rent,1,skilled,none,1,0
3535.0,male single,car,37.0,own,2,skilled,yes,1,1
3509.0,female div/dep/mar,real estate,25.0,own,1,skilled,none,1,1
5711.0,male single,car,38.0,own,2,high qualif/self emp/mgmt,yes,1,1
3872.0,female div/dep/mar,car,67.0,own,1,skilled,yes,1,1
4933.0,male single,real estate,25.0,own,2,skilled,none,1,0
1940.0,male single,real estate,60.0,own,1,skilled,yes,1,1
1410.0,male single,real estate,31.0,own,1,unskilled resident,yes,1,1
836.0,female div/dep/mar,life insurance,23.0,own,1,unskilled resident,none,1,0
6468.0,male div/sep,real estate,60.0,own,1,high qualif/self emp/mgmt,yes,1,1
1941.0,male single,life insurance,35.0,own,1,unskilled resident,yes,1,1
2675.0,male single,car,40.0,own,1,skilled,none,1,1
2751.0,male single,car,38.0,own,2,skilled,yes,1,1
6224.0,male single,no known property,50.0,for free,1,skilled,none,1,0
5998.0,male single,no known property,27.0,own,1,skilled,yes,1,0
1188.0,female div/dep/mar,life insurance,39.0,own,1,skilled,none,1,0
6313.0,male single,car,41.0,own,1,high qualif/self emp/mgmt,yes,1,1
1221.0,male mar/wid,life insurance,27.0,own,2,skilled,none,1,1
2892.0,male div/sep,no known property,51.0,for free,1,skilled,none,1,1
3062.0,male single,no known property,32.0,rent,1,skilled,yes,1,1
2301.0,female div/dep/mar,life insurance,22.0,rent,1,skilled,none,1,1
7511.0,male single,life insurance,51.0,for free,1,skilled,yes,1,0
1258.0,female div/dep/mar,life insurance,22.0,rent,2,unskilled resident,none,1,1
717.0,male mar/wid,car,54.0,own,2,skilled,yes,1,1
1549.0,male single,real estate,35.0,own,1,unemp/unskilled non res,none,1,1
1597.0,male single,no known property,54.0,for free,2,skilled,none,1,1
1795.0,female div/dep/mar,real estate,48.0,rent,2,unskilled resident,yes,1,1
4272.0,female div/dep/mar,life insurance,24.0,own,2,skilled,none,1,1
976.0,male single,car,35.0,own,2,skilled,none,1,1
7472.0,female div/dep/mar,real estate,24.0,rent,1,unemp/unskilled non res,none,1,1
9271.0,male single,car,24.0,own,1,skilled,yes,1,0
590.0,male mar/wid,real estate,26.0,own,1,unskilled resident,none,0,1
930.0,male single,real estate,65.0,own,4,skilled,none,1,1
9283.0,male single,no known property,55.0,for free,1,high qualif/self emp/mgmt,yes,1,1
1778.0,female div/dep/mar,real estate,26.0,rent,2,unemp/unskilled non res,none,1,0
907.0,male mar/wid,real estate,26.0,own,1,skilled,yes,1,1
484.0,male mar/wid,real estate,28.0,own,1,unskilled resident,none,1,1
9629.0,male single,car,24.0,own,2,skilled,yes,1,0
3051.0,male single,car,54.0,own,1,skilled,none,1,0
3931.0,male single,no known property,46.0,for free,1,skilled,none,1,0
7432.0,female div/dep/mar,life insurance,54.0,rent,1,skilled,none,1,1
1338.0,male div/sep,real estate,62.0,own,1,skilled,none,1,1
1554.0,female div/dep/mar,car,24.0,rent,2,skilled,yes,1,1
15857.0,male div/sep,car,43.0,own,1,high qualif/self emp/mgmt,none,1,1
1345.0,male mar/wid,real estate,26.0,own,1,skilled,none,1,0
1101.0,male mar/wid,real estate,27.0,own,2,skilled,yes,1,1
3016.0,male mar/wid,car,24.0,own,1,skilled,none,1,1
2712.0,male single,life insurance,41.0,own,1,skilled,none,1,0
731.0,male single,real estate,47.0,own,2,unskilled resident,none,1,1
3780.0,male div/sep,car,35.0,own,2,high qualif/self emp/mgmt,yes,1,1
1602.0,male mar/wid,car,30.0,own,2,skilled,yes,1,1
3966.0,female div/dep/mar,real estate,33.0,rent,3,skilled,yes,1,0
4165.0,male single,car,36.0,own,2,skilled,none,1,0
8335.0,male single,no known property,47.0,for free,1,skilled,none,1,0
6681.0,male single,no known property,38.0,for free,1,skilled,yes,1,1
2375.0,male single,car,44.0,own,2,skilled,yes,1,1
1216.0,female div/dep/mar,car,23.0,rent,1,skilled,yes,1,0
11816.0,male single,car,29.0,rent,2,skilled,none,1,0
5084.0,female div/dep/mar,car,42.0,own,1,skilled,yes,1,1
2327.0,female div/dep/mar,real estate,25.0,own,1,unskilled resident,none,1,0
1082.0,male single,car,48.0,own,2,skilled,none,1,0
886.0,female div/dep/mar,car,21.0,own,1,skilled,none,1,1
601.0,female div/dep/mar,real estate,23.0,rent,1,unskilled resident,none,1,1
2957.0,male single,life insurance,63.0,own,2,skilled,yes,1,1
2611.0,male mar/wid,real estate,46.0,own,2,skilled,none,1,1
5179.0,male single,life insurance,29.0,own,1,skilled,none,1,0
2993.0,male single,real estate,28.0,own,2,unskilled resident,none,1,1
1943.0,female div/dep/mar,real estate,23.0,own,1,skilled,none,1,0
1559.0,male single,car,50.0,own,1,skilled,yes,1,1
3422.0,male single,life insurance,47.0,own,3,skilled,yes,1,1
3976.0,male single,car,35.0,own,1,skilled,yes,1,1
6761.0,male single,car,68.0,rent,2,skilled,none,1,0
1249.0,male mar/wid,real estate,28.0,own,1,skilled,none,1,1
1364.0,male single,real estate,59.0,own,1,skilled,none,1,1
709.0,male single,real estate,57.0,own,1,unskilled resident,none,1,0
2235.0,male mar/wid,life insurance,33.0,rent,2,skilled,none,0,0
4042.0,male single,life insurance,43.0,own,2,skilled,yes,1,1
1471.0,male single,no known property,35.0,for free,2,skilled,yes,1,1
1442.0,male single,no known property,32.0,for free,2,unskilled resident,none,1,0
10875.0,male single,car,45.0,own,2,skilled,yes,1,1
1474.0,male mar/wid,real estate,33.0,own,1,skilled,yes,1,1
894.0,female div/dep/mar,life insurance,40.0,own,1,skilled,yes,1,1
3343.0,male single,no known property,28.0,for free,1,skilled,yes,1,1
3959.0,female div/dep/mar,life insurance,29.0,own,1,skilled,yes,1,0
3577.0,male single,real estate,26.0,rent,1,skilled,none,0,1
5804.0,male single,real estate,27.0,own,2,skilled,none,1,1
2169.0,male mar/wid,car,28.0,own,1,skilled,yes,1,0
2439.0,female div/dep/mar,real estate,35.0,own,1,skilled,yes,1,0
4526.0,male single,real estate,32.0,own,2,unskilled resident,yes,1,1
2210.0,male single,real estate,25.0,rent,1,unskilled resident,none,1,0
2221.0,female div/dep/mar,car,20.0,rent,1,skilled,none,1,1
2389.0,female div/dep/mar,car,27.0,own,1,skilled,none,1,1
3331.0,male single,life insurance,42.0,own,1,skilled,none,1,1
7409.0,male single,life insurance,37.0,own,2,skilled,none,1,1
652.0,female div/dep/mar,life insurance,24.0,rent,1,skilled,none,1,1
7678.0,female div/dep/mar,car,40.0,own,2,skilled,yes,1,1
1343.0,male single,real estate,46.0,own,2,skilled,none,0,1
1382.0,male single,real estate,26.0,own,2,skilled,yes,1,1
874.0,female div/dep/mar,real estate,24.0,own,1,skilled,none,1,1
3590.0,male single,life insurance,29.0,own,1,unskilled resident,none,1,1
1322.0,female div/dep/mar,car,40.0,own,2,skilled,none,1,1
1940.0,male single,no known property,36.0,for free,1,high qualif/self emp/mgmt,yes,1,1
3595.0,male single,car,28.0,own,1,skilled,none,1,1
1422.0,male single,no known property,27.0,for free,1,high qualif/self emp/mgmt,yes,1,0
6742.0,male single,life insurance,36.0,own,2,skilled,none,1,1
7814.0,male single,car,38.0,own,1,high qualif/self emp/mgmt,yes,1,1
9277.0,male div/sep,no known property,48.0,for free,1,skilled,yes,1,1
2181.0,male single,real estate,36.0,own,2,skilled,none,1,1
1098.0,female div/dep/mar,car,65.0,own,2,unemp/unskilled non res,none,1,1
4057.0,male div/sep,car,43.0,own,1,skilled,yes,1,0
795.0,female div/dep/mar,life insurance,53.0,own,1,skilled,none,1,0
2825.0,male single,no known property,34.0,own,2,skilled,yes,1,1
15672.0,male single,car,23.0,own,1,skilled,yes,1,0
6614.0,male single,car,34.0,own,2,high qualif/self emp/mgmt,yes,1,1
7824.0,male single,real estate,40.0,rent,2,skilled,yes,1,1
2442.0,male single,car,43.0,own,4,high qualif/self emp/mgmt,yes,1,1
1829.0,male single,car,46.0,own,2,skilled,yes,1,1
2171.0,male single,life insurance,38.0,own,2,unskilled resident,none,0,1
5800.0,male single,car,34.0,own,2,skilled,yes,1,1
1169.0,male single,life insurance,29.0,own,2,skilled,yes,1,1
8947.0,male single,car,31.0,own,1,high qualif/self emp/mgmt,yes,1,1
2606.0,female div/dep/mar,life insurance,28.0,rent,1,high qualif/self emp/mgmt,yes,1,1
1592.0,female div/dep/mar,life insurance,35.0,own,1,skilled,none,0,1
2186.0,female div/dep/mar,real estate,33.0,rent,1,unskilled resident,none,1,1
4153.0,male single,car,42.0,own,1,skilled,none,1,0
2625.0,male single,life insurance,43.0,rent,1,skilled,yes,1,0
3485.0,male div/sep,real estate,44.0,own,2,skilled,yes,1,1
10477.0,male single,no known property,42.0,for free,2,skilled,none,1,1
1386.0,male mar/wid,real estate,40.0,rent,1,skilled,yes,1,1
1278.0,male single,real estate,36.0,own,1,high qualif/self emp/mgmt,yes,1,1
1107.0,male single,real estate,20.0,rent,1,high qualif/self emp/mgmt,yes,1,1
3763.0,male single,real estate,24.0,own,1,unskilled resident,none,0,1
3711.0,male mar/wid,car,27.0,own,1,skilled,none,1,1
3594.0,female div/dep/mar,life insurance,46.0,own,2,unskilled resident,none,1,1
3195.0,female div/dep/mar,real estate,33.0,own,1,unskilled resident,none,1,1
4454.0,female div/dep/mar,real estate,34.0,own,2,skilled,none,1,1
4736.0,female div/dep/mar,car,25.0,own,1,unskilled resident,none,1,0
2991.0,female div/dep/mar,car,25.0,own,1,skilled,none,1,1
2142.0,male div/sep,real estate,28.0,own,1,skilled,yes,1,1
3161.0,male single,life insurance,31.0,rent,1,skilled,yes,1,0
18424.0,female div/dep/mar,life insurance,32.0,own,1,high qualif/self emp/mgmt,yes,0,0
2848.0,male single,real estate,32.0,own,1,skilled,none,1,1
14896.0,male single,no known property,68.0,own,1,high qualif/self emp/mgmt,yes,1,0
2359.0,male div/sep,life insurance,33.0,own,1,skilled,none,1,0
3345.0,male single,life insurance,39.0,rent,1,high qualif/self emp/mgmt,yes,1,0
1817.0,female div/dep/mar,no known property,28.0,own,2,skilled,none,1,1
12749.0,male single,car,37.0,own,1,high qualif/self emp/mgmt,yes,1,1
1366.0,female div/dep/mar,life insurance,22.0,rent,1,skilled,none,1,0
2002.0,male single,life insurance,30.0,rent,1,skilled,yes,1,1
6872.0,male div/sep,life insurance,55.0,own,1,skilled,yes,1,0
697.0,male single,car,46.0,own,2,skilled,yes,1,0
1049.0,female div/dep/mar,life insurance,21.0,rent,1,skilled,none,1,1
10297.0,male single,no known property,39.0,for free,3,skilled,yes,1,0
1867.0,male single,car,58.0,own,1,skilled,yes,1,1
1344.0,male single,real estate,43.0,own,2,unskilled resident,none,1,1
1747.0,male single,life insurance,24.0,own,1,unskilled resident,none,0,1
1670.0,female div/dep/mar,car,22.0,own,1,skilled,yes,1,0
1224.0,male single,real estate,30.0,own,2,skilled,none,1,1
522.0,male single,life insurance,42.0,own,2,skilled,yes,1,1
1498.0,female div/dep/mar,car,23.0,own,1,skilled,none,1,1
1919.0,male single,no known property,30.0,own,2,high qualif/self emp/mgmt,none,1,0
745.0,female div/dep/mar,real estate,28.0,own,1,unskilled resident,none,1,0
2063.0,male mar/wid,car,30.0,rent,1,high qualif/self emp/mgmt,yes,1,1
6288.0,male single,no known property,42.0,for free,1,skilled,none,1,0
6842.0,male single,life insurance,46.0,own,2,high qualif/self emp/mgmt,yes,1,1
3527.0,male single,life insurance,45.0,own,1,high qualif/self emp/mgmt,yes,1,1
1546.0,male single,real estate,31.0,own,1,unskilled resident,none,0,1
929.0,male single,car,31.0,own,1,skilled,yes,1,1
1455.0,male single,real estate,42.0,own,3,unskilled resident,none,1,1
1845.0,female div/dep/mar,life insurance,46.0,rent,1,skilled,none,1,1
8358.0,female div/dep/mar,car,30.0,own,2,skilled,none,1,1
3349.0,male single,no known property,30.0,for free,1,skilled,yes,1,0
2859.0,male single,no known property,38.0,own,1,high qualif/self emp/mgmt,yes,1,1
1533.0,male mar/wid,life insurance,43.0,own,1,unskilled resident,none,1,0
3621.0,male single,car,31.0,own,2,skilled,none,1,0
3590.0,male mar/wid,car,40.0,own,3,unemp/unskilled non res,yes,1,1
2145.0,male single,car,24.0,own,2,skilled,yes,1,0
4113.0,female div/dep/mar,car,28.0,rent,1,skilled,none,1,0
10974.0,female div/dep/mar,car,26.0,own,2,high qualif/self emp/mgmt,yes,1,0
1893.0,female div/dep/mar,life insurance,29.0,own,1,skilled,yes,1,1
1231.0,female div/dep/mar,life insurance,57.0,rent,2,high qualif/self emp/mgmt,yes,1,1
3656.0,male single,life insurance,49.0,own,2,unskilled resident,none,1,1
1154.0,male single,real estate,37.0,own,3,unskilled resident,none,1,1
4006.0,male single,car,45.0,own,1,unskilled resident,none,1,0
3069.0,male single,no known property,30.0,for free,1,skilled,none,1,1
1740.0,male mar/wid,real estate,30.0,rent,2,skilled,none,1,1
2353.0,male div/sep,life insurance,47.0,own,2,skilled,none,1,1
3556.0,male single,no known property,29.0,own,1,skilled,none,1,1
2397.0,male single,car,35.0,own,2,skilled,yes,1,0
454.0,male mar/wid,life insurance,22.0,own,1,unskilled resident,none,1,1
1715.0,female div/dep/mar,car,26.0,own,1,skilled,none,1,1
2520.0,male single,life insurance,23.0,own,2,unskilled resident,none,1,0
3568.0,female div/dep/mar,car,54.0,rent,1,high qualif/self emp/mgmt,yes,1,1
7166.0,male mar/wid,life insurance,29.0,rent,1,skilled,yes,1,1
3939.0,male single,real estate,40.0,own,2,unskilled resident,none,1,1
1514.0,male single,real estate,22.0,own,1,skilled,none,1,1
7393.0,male single,life insurance,43.0,own,1,unskilled resident,none,1,1
1193.0,female div/dep/mar,no known property,29.0,rent,2,unemp/unskilled non res,none,1,0
7297.0,male single,no known property,36.0,rent,1,skilled,none,1,0
2831.0,female div/dep/mar,car,33.0,own,1,skilled,yes,1,1
1258.0,female div/dep/mar,car,57.0,own,1,unskilled resident,none,1,1
753.0,female div/dep/mar,real estate,64.0,own,1,skilled,none,1,1
2427.0,male single,life insurance,42.0,own,2,skilled,none,1,1
2538.0,male single,car,47.0,own,2,unskilled resident,none,1,0
1264.0,male mar/wid,life insurance,25.0,rent,1,skilled,none,1,0
8386.0,male single,life insurance,49.0,own,1,skilled,none,1,0
4844.0,male single,car,33.0,rent,1,high qualif/self emp/mgmt,yes,1,0
2923.0,female div/dep/mar,car,28.0,own,1,high qualif/self emp/mgmt,yes,1,1
8229.0,male single,life insurance,26.0,own,1,skilled,none,1,0
2028.0,male single,life insurance,30.0,own,2,unskilled resident,none,1,1
1433.0,female div/dep/mar,life insurance,25.0,rent,2,skilled,none,1,1
6289.0,male div/sep,life insurance,33.0,own,2,skilled,none,1,1
1409.0,female div/dep/mar,real estate,64.0,own,1,skilled,none,1,1
6579.0,male single,no known property,29.0,for free,1,high qualif/self emp/mgmt,yes,1,1
1743.0,male single,life insurance,48.0,own,2,unskilled resident,none,1,1
3565.0,male single,life insurance,37.0,own,2,unskilled resident,none,1,1
1569.0,male single,car,34.0,own,1,unskilled resident,none,1,1
1936.0,male mar/wid,car,23.0,rent,2,unskilled resident,none,1,1
3959.0,male single,life insurance,30.0,own,1,high qualif/self emp/mgmt,yes,1,1
2390.0,male single,car,50.0,own,1,skilled,yes,1,1
1736.0,female div/dep/mar,real estate,31.0,own,1,unskilled resident,none,1,1
3857.0,male div/sep,life insurance,40.0,own,1,high qualif/self emp/mgmt,yes,1,1
804.0,male single,car,38.0,own,1,skilled,none,1,1
1845.0,male single,no known property,23.0,for free,1,skilled,yes,1,0
4576.0,male single,car,27.0,own,1,skilled,none,1,1
